location,cases,asof,state_fips,state_ap,state_postal,state,pop_acs_2020_5tr,cases_per_million,updated_date,updated_time,national_total
Indiana,162,Data as of August 30 2022 at 2:00 pm EDT,18,Ind.,IN,Indiana,6696893,24.19,2022-08-30,8:51 PM,18414
Iowa,18,Data as of August 30 2022 at 2:00 pm EDT,19,Iowa,IA,Iowa,3150011,5.71,2022-08-30,8:51 PM,18414
Kansas,5,Data as of August 30 2022 at 2:00 pm EDT,20,Kan.,KS,Kansas,2912619,1.72,2022-08-30,8:51 PM,18414
Kentucky,30,Data as of August 30 2022 at 2:00 pm EDT,21,Ky.,KY,Kentucky,4461952,6.72,2022-08-30,8:51 PM,18414
Louisiana,183,Data as of August 30 2022 at 2:00 pm EDT,22,La.,LA,Louisiana,4664616,39.23,2022-08-30,8:51 PM,18414
Maine,5,Data as of August 30 2022 at 2:00 pm EDT,23,Maine,ME,Maine,1340825,3.73,2022-08-30,8:51 PM,18414
Maryland,484,Data as of August 30 2022 at 2:00 pm EDT,24,Md.,MD,Maryland,6037624,80.16,2022-08-30,8:51 PM,18414
Massachusetts,303,Data as of August 30 2022 at 2:00 pm EDT,25,Mass.,MA,Massachusetts,6873003,44.09,2022-08-30,8:51 PM,18414
Michigan,165,Data as of August 30 2022 at 2:00 pm EDT,26,Mich.,MI,Michigan,9973907,16.54,2022-08-30,8:51 PM,18414
Minnesota,124,Data as of August 30 2022 at 2:00 pm EDT,27,Minn.,MN,Minnesota,5600166,22.14,2022-08-30,8:51 PM,18414
Mississippi,32,Data as of August 30 2022 at 2:00 pm EDT,28,Miss.,MS,Mississippi,2981835,10.73,2022-08-30,8:51 PM,18414
Missouri,50,Data as of August 30 2022 at 2:00 pm EDT,29,Mo.,MO,Missouri,6124160,8.16,2022-08-30,8:51 PM,18414
Montana,4,Data as of August 30 2022 at 2:00 pm EDT,30,Mont.,MT,Montana,1061705,3.77,2022-08-30,8:51 PM,18414
Nebraska,26,Data as of August 30 2022 at 2:00 pm EDT,31,Neb.,NE,Nebraska,1923826,13.51,2022-08-30,8:51 PM,18414
Nevada,139,Data as of August 30 2022 at 2:00 pm EDT,32,Nev.,NV,Nevada,3030281,45.87,2022-08-30,8:51 PM,18414
New Hampshire,19,Data as of August 30 2022 at 2:00 pm EDT,33,N.H.,NH,New Hampshire,1355244,14.02,2022-08-30,8:51 PM,18414
New Jersey,512,Data as of August 30 2022 at 2:00 pm EDT,34,N.J.,NJ,New Jersey,8885418,57.62,2022-08-30,8:51 PM,18414
New Mexico,25,Data as of August 30 2022 at 2:00 pm EDT,35,N.M.,NM,New Mexico,2097021,11.92,2022-08-30,8:51 PM,18414
New York,3273,Data as of August 30 2022 at 2:00 pm EDT,36,N.Y.,NY,New York,19514849,167.72,2022-08-30,8:51 PM,18414
North Carolina,308,Data as of August 30 2022 at 2:00 pm EDT,37,N.C.,NC,North Carolina,10386227,29.65,2022-08-30,8:51 PM,18414
North Dakota,5,Data as of August 30 2022 at 2:00 pm EDT,38,N.D.,ND,North Dakota,760394,6.58,2022-08-30,8:51 PM,18414
Ohio,167,Data as of August 30 2022 at 2:00 pm EDT,39,Ohio,OH,Ohio,11675275,14.3,2022-08-30,8:51 PM,18414
Oklahoma,22,Data as of August 30 2022 at 2:00 pm EDT,40,Okla.,OK,Oklahoma,3949342,5.57,2022-08-30,8:51 PM,18414
Oregon,141,Data as of August 30 2022 at 2:00 pm EDT,41,Ore.,OR,Oregon,4176346,33.76,2022-08-30,8:51 PM,18414
Pennsylvania,531,Data as of August 30 2022 at 2:00 pm EDT,42,Pa.,PA,Pennsylvania,12794885,41.5,2022-08-30,8:51 PM,18414
Puerto Rico,110,Data as of August 30 2022 at 2:00 pm EDT,72,,PR,Puerto Rico,3255642,33.79,2022-08-30,8:51 PM,18414
Rhode Island,42,Data as of August 30 2022 at 2:00 pm EDT,44,R.I.,RI,Rhode Island,1057798,39.71,2022-08-30,8:51 PM,18414
South Carolina,113,Data as of August 30 2022 at 2:00 pm EDT,45,S.C.,SC,South Carolina,5091517,22.19,2022-08-30,8:51 PM,18414
South Dakota,2,Data as of August 30 2022 at 2:00 pm EDT,46,S.D.,SD,South Dakota,879336,2.27,2022-08-30,8:51 PM,18414
Tennessee,176,Data as of August 30 2022 at 2:00 pm EDT,47,Tenn.,TN,Tennessee,6772268,25.99,2022-08-30,8:51 PM,18414
Texas,1642,Data as of August 30 2022 at 2:00 pm EDT,48,Texas,TX,Texas,28635442,57.34,2022-08-30,8:51 PM,18414
Utah,99,Data as of August 30 2022 at 2:00 pm EDT,49,Utah,UT,Utah,3151239,31.42,2022-08-30,8:51 PM,18414
Vermont,3,Data as of August 30 2022 at 2:00 pm EDT,50,Vt.,VT,Vermont,624340,4.81,2022-08-30,8:51 PM,18414
Virginia,325,Data as of August 30 2022 at 2:00 pm EDT,51,Va.,VA,Virginia,8509358,38.19,2022-08-30,8:51 PM,18414
Washington,332,Data as of August 30 2022 at 2:00 pm EDT,53,Wash.,WA,Washington,7512465,44.19,2022-08-30,8:51 PM,18414
West Virginia,5,Data as of August 30 2022 at 2:00 pm EDT,54,W.Va.,WV,West Virginia,1807426,2.77,2022-08-30,8:51 PM,18414
Wisconsin,56,Data as of August 30 2022 at 2:00 pm EDT,55,Wis.,WI,Wisconsin,5806975,9.64,2022-08-30,8:51 PM,18414
Wyoming,2,Data as of August 30 2022 at 2:00 pm EDT,56,Wyo.,WY,Wyoming,581348,3.44,2022-08-30,8:51 PM,18414
